start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
1.230.6.110,1.230.6.111,1.230.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
104.8.108.126,104.8.108.129,104.8.0.0,Pampa,Texas,US,35.53616,-100.95987,79065,America/Chicago
1.53.115.164,1.53.115.164,1.53.0.0,Phú Vang,Thừa Thiên-Huế,VN,16.43911,107.71438,49950,Asia/Bangkok
102.170.96.27,102.170.96.27,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
108.178.174.248,108.178.174.251,108.178.0.0,Los Angeles,California,US,34.1121,-118.2594,90039,America/Los_Angeles
106.208.15.128,106.208.15.136,106.208.0.0,Hindupur,Andhra Pradesh,IN,13.82807,77.49143,515202,Asia/Kolkata
106.181.196.157,106.181.196.175,106.181.0.0,Yokohama,Kanagawa,JP,35.5466,139.6446,223-0051,Asia/Tokyo
109.146.236.136,109.146.236.139,109.146.0.0,Marshfield,Wales,GB,51.53389,-3.07306,CF3,Europe/London
104.160.158.24,104.160.158.25,104.160.0.0,Euless,Texas,US,32.83707,-97.08195,76040,America/Chicago
106.66.123.45,106.66.123.45,106.66.0.0,Chennai,Tamil Nadu,IN,13.08784,80.27847,600001,Asia/Kolkata
103.106.119.140,103.106.119.142,103.106.0.0,Rājshāhi,Rajshahi Division,BD,24.374,88.60114,6100,Asia/Dhaka
109.113.214.24,109.113.214.31,109.113.0.0,Cagliari,Sardinia,IT,39.2383,9.1235,09134,Europe/Rome
106.216.98.16,106.216.98.31,106.216.0.0,Surat,Gujarat,IN,21.19594,72.83023,395005,Asia/Kolkata
104.235.68.10,104.235.68.11,104.235.0.0,Chillicothe,Illinois,US,40.92226,-89.4862,61523,America/Chicago
108.208.201.0,108.208.201.255,108.208.0.0,Santa Ana,California,US,33.7489,-117.9072,92703,America/Los_Angeles
102.171.17.96,102.171.17.99,102.171.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
102.156.255.184,102.156.255.255,102.156.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.228.65.177,1.228.65.177,1.228.0.0,Cheonan,Chungcheongnam-do,KR,36.8065,127.1522,31126,Asia/Seoul
108.233.219.168,108.233.219.171,108.233.0.0,Peoria,Illinois,US,40.7111,-89.6324,61604,America/Chicago
103.117.16.0,103.117.19.255,103.117.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
101.166.24.200,101.166.24.207,101.166.0.0,Silverwater,New South Wales,AU,-33.066,151.43135,2265,Australia/Sydney
108.86.121.163,108.86.121.171,108.86.0.0,Chesterfield,Missouri,US,38.66311,-90.57707,63006,America/Chicago
102.168.105.215,102.168.105.216,102.168.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
108.166.154.56,108.166.154.127,108.166.0.0,Ottawa,Illinois,US,41.34559,-88.84258,61350,America/Chicago
1.43.149.200,1.43.149.255,1.43.0.0,Sydney,New South Wales,AU,-33.871,151.1198,2132,Australia/Sydney
106.171.21.208,106.171.21.211,106.171.0.0,Ueda,Nagano,JP,36.4189,138.2158,386-0042,Asia/Tokyo
105.165.169.128,105.165.172.127,105.165.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
108.174.101.0,108.174.101.255,108.174.0.0,Chattanooga,Tennessee,US,35.045,-85.2965,37403,America/New_York
109.117.78.181,109.117.78.181,109.117.0.0,Messina,Sicily,IT,38.19394,15.55256,98100,Europe/Rome
105.72.47.49,105.72.47.49,105.72.0.0,Sale,Rabat-Salé-Kénitra,MA,34.0531,-6.79846,11022,Africa/Casablanca
101.185.208.226,101.185.208.226,101.185.0.0,Mandurah,Western Australia,AU,-32.4847,115.77075,6180,Australia/Perth
103.156.184.159,103.156.184.168,103.156.0.0,Hong Kong,Central and Western,HK,22.27832,114.17469,,Asia/Hong_Kong
109.117.108.58,109.117.108.64,109.117.0.0,Bari,Apulia,IT,41.12066,16.86982,70100,Europe/Rome
106.208.239.54,106.208.239.54,106.208.0.0,Jharsuguda,Odisha,IN,21.85531,84.00698,768201,Asia/Kolkata
109.148.95.2,109.148.95.63,109.148.0.0,Banbury,England,GB,52.0632,-1.34222,OX16,Europe/London
101.179.37.244,101.179.37.247,101.179.0.0,Gold Coast,Queensland,AU,-28.00029,153.43088,4217,Australia/Brisbane
101.184.14.62,101.184.14.63,101.184.0.0,Brisbane,Queensland,AU,-27.46794,153.02809,4000,Australia/Brisbane
101.173.46.128,101.173.46.143,101.173.0.0,Renmark West,South Australia,AU,-34.16531,140.7097,5341,Australia/Adelaide
105.153.36.128,105.153.36.255,105.153.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,29640,Africa/Casablanca
103.169.186.54,103.169.186.83,103.169.0.0,Jakarta,Jakarta,ID,-6.21462,106.84513,,Asia/Jakarta
101.189.144.0,101.189.144.7,101.189.0.0,Gold Coast,Queensland,AU,-27.91396,153.26628,4210,Australia/Brisbane
102.110.191.190,102.110.191.190,102.110.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
102.110.213.106,102.110.213.107,102.110.0.0,Gabès,Qābis,TN,33.88146,10.0982,,Africa/Tunis
106.69.100.32,106.69.100.39,106.69.0.0,Newcastle,New South Wales,AU,-32.8808,151.6922,2307,Australia/Sydney
1.10.213.120,1.10.213.123,1.10.0.0,Ban Khai,Rayong,TH,12.8125,101.3083,21180,Asia/Bangkok
101.176.7.184,101.176.7.255,101.176.0.0,Melbourne,Victoria,AU,-37.9531,145.0149,3191,Australia/Melbourne
1.109.26.48,1.109.26.55,1.109.0.0,Gunsan,Jeollabuk-do,KR,35.97861,126.71139,54022,Asia/Seoul
107.19.10.46,107.19.10.46,107.19.0.0,Pompano Beach,Florida,US,26.3168,-80.2753,33076,America/New_York
