start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
106.205.159.56,106.205.159.127,106.205.0.0,Shimla,Himachal Pradesh,IN,31.10442,77.16662,171003,Asia/Kolkata
103.252.147.128,103.252.147.255,103.252.0.0,Hyderābād,Telangana,IN,17.3613,78.4896,500023,Asia/Kolkata
101.183.47.136,101.183.47.159,101.183.0.0,Brisbane,Queensland,AU,-27.45617,153.05917,4171,Australia/Brisbane
101.175.150.224,101.175.150.231,101.175.0.0,West Lamington,Western Australia,AU,-30.74707,121.45248,6430,Australia/Perth
109.143.134.130,109.143.134.131,109.143.0.0,Angleur,Wallonia,BE,50.6113,5.59942,4031,Europe/Brussels
109.119.217.150,109.119.217.255,109.119.0.0,Treviso,Veneto,IT,45.66673,12.2416,31100,Europe/Rome
108.178.85.120,108.178.85.127,108.178.0.0,Cibolo,Texas,US,29.56162,-98.22696,78108,America/Chicago
104.186.125.100,104.186.125.103,104.186.0.0,Atlanta,Georgia,US,33.749,-84.38798,30302,America/New_York
104.143.63.0,104.143.63.255,104.143.0.0,Baxter Springs,Kansas,US,37.02368,-94.7355,66713,America/Chicago
106.242.191.0,106.242.191.127,106.242.0.0,Kinzan,Chungcheongnam-do,KR,36.1006,127.4973,32739,Asia/Seoul
105.82.118.230,105.82.118.233,105.82.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.51.68.92,101.51.68.102,101.51.0.0,Nakhon Pathom,Nakhon Pathom,TH,13.8196,100.04427,73000,Asia/Bangkok
106.146.95.164,106.146.95.164,106.146.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
1.4.180.84,1.4.180.89,1.4.0.0,Si Chiang Mai,Nong Khai,TH,17.95639,102.58667,43130,Asia/Bangkok
102.106.83.153,102.106.83.153,102.106.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
104.44.230.134,104.44.230.137,104.44.0.0,Redmond,Washington,US,47.67399,-122.12151,98052,America/Los_Angeles
103.15.140.72,103.15.140.255,103.15.0.0,Dhaka,Dhaka,BD,23.7104,90.40744,1000,Asia/Dhaka
1.145.16.152,1.145.16.159,1.145.0.0,Orange,New South Wales,AU,-33.28397,149.10018,2800,Australia/Sydney
107.130.156.184,107.130.156.187,107.130.0.0,Mart,Texas,US,31.54239,-96.8336,76664,America/Chicago
105.186.176.0,105.186.176.183,105.186.0.0,Cape Town,Western Cape,ZA,-33.9164,18.4153,8000,Africa/Johannesburg
102.109.8.54,102.109.8.54,102.109.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
101.179.143.117,101.179.143.117,101.179.0.0,Perth,Western Australia,AU,-31.93605,115.83805,6007,Australia/Perth
102.171.93.191,102.171.93.191,102.171.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.1.113.89,1.1.113.89,1.1.0.0,Kurashiki,Okayama,JP,34.58333,133.76667,710-0824,Asia/Tokyo
106.212.249.8,106.212.249.15,106.212.0.0,Gajuwaka,Andhra Pradesh,IN,17.7167,83.2833,530004,Asia/Kolkata
101.181.53.0,101.181.53.23,101.181.0.0,Melbourne,Victoria,AU,-37.836,144.9835,3141,Australia/Melbourne
106.129.3.16,106.129.3.18,106.129.0.0,Sapporo,Hokkaido,JP,43.06667,141.35,065-0010,Asia/Tokyo
105.44.180.142,105.44.180.157,105.44.0.0,Suez,Suez,EG,29.97371,32.52627,,Africa/Cairo
105.225.147.117,105.225.147.117,105.225.0.0,Thohoyandou,Limpopo,ZA,-22.94564,30.48497,0929,Africa/Johannesburg
102.171.208.108,102.171.208.109,102.171.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
103.82.187.0,103.82.187.255,103.82.0.0,Mumbai,Maharashtra,IN,19.07283,72.88261,400070,Asia/Kolkata
109.1.99.134,109.1.99.135,109.1.0.0,Apprieu,Auvergne-Rhône-Alpes,FR,45.39591,5.49993,38140,Europe/Paris
101.179.2.160,101.179.2.161,101.179.0.0,Narangba,Queensland,AU,-27.1912,153.0232,4508,Australia/Brisbane
106.213.184.128,106.213.184.128,106.213.0.0,Ahmedabad,Gujarat,IN,23.0522,72.5338,380052,Asia/Kolkata
102.25.194.128,102.25.197.63,102.25.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
101.136.145.190,101.136.145.190,101.136.0.0,Fengshan,Takao,TW,22.62659,120.36126,,Asia/Taipei
101.183.131.216,101.183.131.217,101.183.0.0,Mackay,Queensland,AU,-21.15345,149.16554,9943,Australia/Brisbane
103.54.100.0,103.54.100.255,103.54.0.0,Chandīgarh,Chandigarh,IN,30.73629,76.7884,160001,Asia/Kolkata
106.128.222.116,106.128.222.119,106.128.0.0,Kushiro,Hokkaido,JP,42.9985,144.4017,085-0001,Asia/Tokyo
103.236.204.0,103.236.211.255,103.236.0.0,Hyderābād,Telangana,IN,17.38405,78.45636,500001,Asia/Kolkata
105.109.53.128,105.109.53.128,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
102.173.169.28,102.173.169.31,102.173.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
107.130.130.0,107.130.130.1,107.130.0.0,Mustang,Oklahoma,US,35.38423,-97.72449,73064,America/Chicago
108.170.172.16,108.170.172.255,108.170.0.0,Parry Sound,Ontario,CA,45.34732,-80.03527,P2A,America/Toronto
101.188.77.176,101.188.77.199,101.188.0.0,Melbourne,Victoria,AU,-37.7692,145.0921,3105,Australia/Melbourne
104.169.81.91,104.169.81.91,104.169.0.0,Circleville,Ohio,US,39.60062,-82.94601,43113,America/New_York
103.38.7.16,103.38.7.31,103.38.0.0,Ranchi,Jharkhand,IN,23.34316,85.3094,834001,Asia/Kolkata
104.3.109.168,104.3.109.195,104.3.0.0,Evansville,Indiana,US,38.0599,-87.638,47720,America/Chicago
102.29.225.0,102.29.225.127,102.29.0.0,Kebili,Qibilī,TN,33.70439,8.96903,,Africa/Tunis
104.235.43.128,104.235.43.131,104.235.0.0,Caledonia,Illinois,US,42.36946,-88.8926,61011,America/Chicago
102.169.113.136,102.169.113.136,102.169.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
106.9.136.128,106.9.136.255,106.9.0.0,Langfang,Hebei,CN,39.50972,116.69472,,Asia/Shanghai
107.0.80.94,107.0.80.109,107.0.0.0,Boston,Massachusetts,US,42.35843,-71.05977,02108,America/New_York
105.243.217.52,105.243.217.53,105.243.0.0,Cape Town,Western Cape,ZA,-33.92584,18.42322,7945,Africa/Johannesburg
101.116.94.216,101.116.94.255,101.116.0.0,Melbourne,Victoria,AU,-37.8569,144.88215,3016,Australia/Melbourne
104.234.85.0,104.234.85.255,104.234.0.0,Dallas,Texas,US,32.8038,-96.7851,75204,America/Chicago
105.44.186.255,105.44.186.255,105.44.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
1.20.154.254,1.20.154.255,1.20.0.0,Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,TH,14.35167,100.57739,13000,Asia/Bangkok
104.151.99.160,104.151.99.161,104.151.0.0,Düsseldorf,North Rhine-Westphalia,DE,51.22172,6.77616,40210,Europe/Berlin
102.170.55.66,102.170.55.66,102.170.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
106.254.141.152,106.254.141.157,106.254.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
108.241.214.96,108.241.214.255,108.241.0.0,Plano,Texas,US,33.01984,-96.69889,75026,America/Chicago
108.219.129.228,108.219.129.231,108.219.0.0,Houlton,Wisconsin,US,45.06052,-92.79132,54082,America/Chicago
108.70.25.88,108.70.25.127,108.70.0.0,Plano,Texas,US,33.025,-96.7397,75075,America/Chicago
107.142.108.0,107.142.111.255,107.142.0.0,Alameda,California,US,37.77099,-122.26087,94501,America/Los_Angeles
101.184.176.8,101.184.176.47,101.184.0.0,Sydney,New South Wales,AU,-33.92787,151.11373,2206,Australia/Sydney
102.169.66.148,102.169.66.148,102.169.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
106.72.145.0,106.72.145.255,106.72.0.0,Tokyo,Tokyo,JP,35.7559,139.698,173-0016,Asia/Tokyo
102.107.20.82,102.107.20.82,102.107.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
102.169.214.52,102.169.214.52,102.169.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
101.177.72.148,101.177.72.179,101.177.0.0,Perth,Western Australia,AU,-32.1167,116.0056,6997,Australia/Perth
109.115.58.42,109.115.58.127,109.115.0.0,Moncalieri,Piedmont,IT,44.9994,7.68236,10024,Europe/Rome
103.183.9.128,103.183.10.146,103.183.0.0,Jakarta,Jakarta,ID,-6.21462,106.84513,,Asia/Jakarta
105.202.26.250,105.202.39.127,105.202.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
105.191.112.135,105.191.112.135,105.191.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,29640,Africa/Casablanca
108.87.136.80,108.87.136.95,108.87.0.0,Jonesboro,Arkansas,US,35.7792,-90.766,72404,America/Chicago
102.26.3.0,102.26.3.255,102.26.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
102.170.231.197,102.170.231.198,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
106.220.238.160,106.220.238.171,106.220.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
105.44.39.180,105.44.39.181,105.44.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
108.195.42.16,108.195.42.23,108.195.0.0,Farmington,Missouri,US,37.78088,-90.42179,63640,America/Chicago
102.168.3.145,102.168.3.158,102.168.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
101.173.107.154,101.173.107.155,101.173.0.0,Bairnsdale,Victoria,AU,-37.82289,147.61041,3875,Australia/Melbourne
103.189.95.193,103.189.95.198,103.189.0.0,Batam,Riau,ID,1.14937,104.02491,,Asia/Jakarta
107.3.43.164,107.3.43.167,107.3.0.0,Scranton,Pennsylvania,US,41.4389,-75.6625,18508,America/New_York
1.0.113.13,1.0.113.95,1.0.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
102.170.90.207,102.170.90.207,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
104.44.198.144,104.44.198.144,104.44.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
108.203.117.228,108.203.117.239,108.203.0.0,Jacksboro,Texas,US,33.21845,-98.15866,76458,America/Chicago
102.173.102.0,102.173.102.127,102.173.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
109.113.22.0,109.113.22.127,109.113.0.0,Cassano Allo Ionio,Calabria,IT,39.78142,16.32738,87011,Europe/Rome
102.170.126.32,102.170.126.33,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
105.148.45.128,105.148.45.255,105.148.0.0,Dar Bouazza,Casablanca-Settat,MA,33.51535,-7.81677,27223,Africa/Casablanca
104.28.44.129,104.28.44.130,104.28.0.0,Ipoh,Perak,MY,4.5841,101.0829,31450,Asia/Kuala_Lumpur
103.181.143.122,103.181.143.122,103.181.0.0,Subang,West Java,ID,-6.57,107.75667,,Asia/Jakarta
107.210.236.12,107.210.236.15,107.210.0.0,Sturgis,Kentucky,US,37.54671,-87.98391,42459,America/Chicago
104.28.195.201,104.28.195.207,104.28.0.0,Karachi,Sindh,PK,24.8608,67.0104,74000,Asia/Karachi
103.102.144.0,103.102.145.255,103.102.0.0,Mumbai,Maharashtra,IN,19.07283,72.88261,400070,Asia/Kolkata
101.109.159.182,101.109.159.182,101.109.0.0,Bangkok,Bangkok,TH,13.75398,100.50144,10200,Asia/Bangkok
1.211.162.136,1.211.163.247,1.211.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
109.115.87.214,109.115.87.214,109.115.0.0,Aviano,Friuli Venezia Giulia,IT,46.07056,12.59472,33081,Europe/Rome
107.207.10.0,107.207.13.255,107.207.0.0,San Jose,California,US,37.33939,-121.89496,95103,America/Los_Angeles
107.7.155.208,107.7.155.215,107.7.0.0,Somerville,Alabama,US,34.4996,-86.6129,35754,America/Chicago
101.173.129.232,101.173.129.239,101.173.0.0,Koroit,Victoria,AU,-38.2918,142.36729,3282,Australia/Melbourne
101.108.172.182,101.108.172.183,101.108.0.0,Thap Sakae,Prachuap Khiri Khan,TH,11.49964,99.6217,77130,Asia/Bangkok
107.204.50.0,107.204.50.255,107.204.0.0,San Antonio,Texas,US,29.5334,-98.4975,78216,America/Chicago
102.171.184.36,102.171.184.38,102.171.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
101.178.194.32,101.178.194.63,101.178.0.0,Hobart,Tasmania,AU,-42.89335,147.317,7004,Australia/Hobart
101.51.3.0,101.51.3.127,101.51.0.0,Non Sung,Nakhon Ratchasima,TH,15.18014,102.25695,30160,Asia/Bangkok
108.110.141.128,108.110.143.255,108.110.0.0,Arbutus,Maryland,US,39.2309,-76.6969,21227,America/New_York
1.37.83.240,1.37.83.255,1.37.0.0,Lagangilang,Cordillera,PH,17.6125,120.7358,2802,Asia/Manila
108.197.24.0,108.197.26.255,108.197.0.0,Houston,Texas,US,29.9781,-95.5803,77070,America/Chicago
108.81.88.7,108.81.88.7,108.81.0.0,Tucker,Georgia,US,33.85455,-84.21714,30084,America/New_York
107.80.32.160,107.80.32.163,107.80.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
103.162.241.0,103.162.241.1,103.162.0.0,Batam,Riau,ID,1.14937,104.02491,,Asia/Jakarta
102.165.161.0,102.165.163.127,102.165.0.0,Soweto,Gauteng,ZA,-26.3567,27.8333,1820,Africa/Johannesburg
105.95.73.168,105.95.73.173,105.95.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.173.5.144,101.173.5.151,101.173.0.0,Adelaide,South Australia,AU,-34.9287,138.5986,5885,Australia/Adelaide
108.62.114.178,108.62.114.184,108.62.0.0,Manassas,Virginia,US,38.793,-77.5266,20109,America/New_York
103.39.22.0,103.39.23.255,103.39.0.0,Auckland,Auckland,NZ,-36.84853,174.76349,1010,Pacific/Auckland
109.12.67.0,109.12.67.7,109.12.0.0,La Rochelle,Nouvelle-Aquitaine,FR,46.16308,-1.15222,17000,Europe/Paris
1.212.4.136,1.212.4.143,1.212.0.0,Anyang-si,Gyeonggi-do,KR,37.3925,126.92694,13925,Asia/Seoul
102.170.114.60,102.170.114.61,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.145.12.240,1.145.12.255,1.145.0.0,Jindera,New South Wales,AU,-35.95474,146.88852,2642,Australia/Sydney
1.156.237.24,1.156.237.31,1.156.0.0,Cooroy Mountain,Queensland,AU,-26.42523,152.95415,4563,Australia/Brisbane
102.65.49.0,102.65.49.255,102.65.0.0,Cape Town,Western Cape,ZA,-33.9164,18.4153,8000,Africa/Johannesburg
104.168.48.128,104.168.48.255,104.168.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
105.166.88.128,105.166.89.255,105.166.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
104.56.146.0,104.56.147.255,104.56.0.0,James Island,South Carolina,US,32.72374,-79.96284,29412,America/New_York
109.102.244.123,109.102.244.123,109.102.0.0,Dersca,Botoșani,RO,47.98333,26.2,717125,Europe/Bucharest
101.167.13.148,101.167.13.155,101.167.0.0,Townsville,Queensland,AU,-19.28552,146.78998,4812,Australia/Brisbane
100.41.135.40,100.41.135.43,100.41.0.0,Philadelphia,Pennsylvania,US,39.95238,-75.16362,19099,America/New_York
100.9.165.128,100.9.165.255,100.9.0.0,Diamond Bar,California,US,34.02862,-117.81034,91765,America/Los_Angeles
104.28.126.217,104.28.126.218,104.28.0.0,Lakeland,Florida,US,28.03947,-81.9498,33804,America/New_York
107.219.98.8,107.219.98.15,107.219.0.0,Greensboro,Alabama,US,32.70415,-87.5955,36744,America/Chicago
108.122.182.128,108.122.182.255,108.122.0.0,Lima,Ohio,US,40.74255,-84.10523,45801,America/New_York
106.146.115.96,106.146.115.197,106.146.0.0,Nagoya,Aichi,JP,35.18147,136.90641,460-0002,Asia/Tokyo
1.226.93.0,1.226.93.255,1.226.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
103.144.173.192,103.144.173.223,103.144.0.0,Jangipur,West Bengal,IN,24.47001,88.07659,742213,Asia/Kolkata
103.146.225.76,103.146.225.77,103.146.0.0,Shimoga,Karnataka,IN,13.93157,75.56791,577203,Asia/Kolkata
109.117.210.19,109.117.210.25,109.117.0.0,Altamura,Apulia,IT,40.82664,16.54952,70022,Europe/Rome
103.140.30.0,103.140.30.255,103.140.0.0,Karachi,Sindh,PK,24.8608,67.0104,74000,Asia/Karachi
103.173.86.0,103.173.86.255,103.173.0.0,Kalamb,Maharashtra,IN,19.04437,73.95554,413114,Asia/Kolkata
105.109.113.108,105.109.113.109,105.109.0.0,Sétif,Sétif,DZ,36.19112,5.41373,19034,Africa/Algiers
1.200.186.67,1.200.186.67,1.200.0.0,Kaohsiung,Takao,TW,22.61626,120.31333,,Asia/Taipei
102.168.141.169,102.168.141.169,102.168.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
109.113.44.176,109.113.44.183,109.113.0.0,Acireale,Sicily,IT,37.60886,15.16577,95024,Europe/Rome
102.44.16.0,102.44.17.255,102.44.0.0,Ţanţā,Gharbia,EG,30.78847,31.00192,,Africa/Cairo
107.223.142.158,107.223.142.163,107.223.0.0,Woodward,Oklahoma,US,36.43365,-99.39039,73801,America/Chicago
105.243.203.188,105.243.203.195,105.243.0.0,Johannesburg,Gauteng,ZA,-26.20227,28.04363,2041,Africa/Johannesburg
109.147.217.70,109.147.217.82,109.147.0.0,Preston,England,GB,53.76282,-2.70452,PR1,Europe/London
108.102.39.128,108.102.40.127,108.102.0.0,Atlanta,Georgia,US,33.7278,-84.4232,30310,America/New_York
106.71.111.0,106.71.111.3,106.71.0.0,Hervey Bay,Queensland,AU,-25.28762,152.76936,4655,Australia/Brisbane
102.173.125.150,102.173.125.150,102.173.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
101.184.67.136,101.184.67.143,101.184.0.0,Fingal Bay,New South Wales,AU,-32.77265,152.07777,2316,Australia/Sydney
103.123.204.0,103.123.207.255,103.123.0.0,Xi’an,Shaanxi,CN,34.25833,108.92861,,Asia/Shanghai
106.204.179.0,106.204.179.7,106.204.0.0,Rohtak,Haryana,IN,28.89447,76.58917,124001,Asia/Kolkata
108.221.2.54,108.221.2.54,108.221.0.0,Seattle,Washington,US,47.60621,-122.33207,98101,America/Los_Angeles
101.137.229.236,101.137.229.238,101.137.0.0,Taipei,Taiwan,TW,25.04776,121.53185,,Asia/Taipei
101.161.196.197,101.161.196.197,101.161.0.0,Wilton,New South Wales,AU,-34.24053,150.69771,2571,Australia/Sydney
101.109.79.224,101.109.79.231,101.109.0.0,Phitsanulok,Phitsanulok,TH,16.82481,100.25858,65000,Asia/Bangkok
106.180.119.0,106.180.119.255,106.180.0.0,Akita,Akita,JP,39.7007,140.1324,010-0006,Asia/Tokyo
101.115.40.0,101.115.40.127,101.115.0.0,Melbourne,Victoria,AU,-37.83767,144.6994,3029,Australia/Melbourne
102.48.31.0,102.48.33.255,102.48.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,29640,Africa/Casablanca
101.116.52.128,101.116.52.129,101.116.0.0,Adelaide,South Australia,AU,-34.74732,138.58428,5110,Australia/Adelaide
105.247.103.222,105.247.103.222,105.247.0.0,Rustenburg,North-West,ZA,-25.66756,27.24208,0202,Africa/Johannesburg
106.133.163.68,106.133.163.72,106.133.0.0,Nagoya,Aichi,JP,35.18147,136.90641,460-0002,Asia/Tokyo
1.55.12.224,1.55.12.255,1.55.0.0,Dĩ An,Bình Dương,VN,10.90682,106.7694,75306,Asia/Ho_Chi_Minh
104.200.40.41,104.200.40.41,104.200.0.0,Acampo,California,US,38.17464,-121.27856,95220,America/Los_Angeles
1.53.12.221,1.53.12.222,1.53.0.0,Vĩnh Châu,Sóc Trăng,VN,9.32439,105.98006,96850,Asia/Ho_Chi_Minh
1.156.73.59,1.156.73.65,1.156.0.0,Sydney,New South Wales,AU,-33.84915,150.93048,2164,Australia/Sydney
102.106.239.243,102.106.239.243,102.106.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
101.167.3.30,101.167.3.31,101.167.0.0,Charters Towers,Queensland,AU,-20.07671,146.26353,4820,Australia/Brisbane
106.117.233.0,106.117.255.255,106.117.0.0,Shijiazhuang,Hebei,CN,38.04139,114.47861,,Asia/Shanghai
103.84.215.96,103.84.215.111,103.84.0.0,Agra,Uttar Pradesh,IN,27.18108,78.07499,282006,Asia/Kolkata
104.178.194.48,104.178.194.75,104.178.0.0,Jacksboro,Texas,US,33.21845,-98.15866,76458,America/Chicago
109.114.129.154,109.114.129.154,109.114.0.0,Cassino,Lazio,IT,41.48581,13.82835,03043,Europe/Rome
101.139.201.72,101.139.201.79,101.139.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
108.192.78.16,108.192.78.23,108.192.0.0,Marshall,Indiana,US,39.8481,-87.18779,47859,America/Indiana/Indianapolis
104.169.134.86,104.169.134.87,104.169.0.0,Georgetown,Ohio,US,38.86451,-83.90409,45121,America/New_York
105.154.109.128,105.154.111.255,105.154.0.0,Fès,Fès-Meknès,MA,34.03313,-5.00028,30023,Africa/Casablanca
101.188.238.0,101.188.238.255,101.188.0.0,Melbourne,Victoria,AU,-37.81837,145.19847,3132,Australia/Melbourne
102.169.140.67,102.169.140.67,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
109.13.79.0,109.13.79.3,109.13.0.0,Toulon,Provence-Alpes-Côte d'Azur,FR,43.12442,5.92836,83000,Europe/Paris
105.226.130.24,105.226.130.27,105.226.0.0,Rustenburg,North-West,ZA,-25.66756,27.24208,0202,Africa/Johannesburg
104.44.17.180,104.44.17.181,104.44.0.0,Busan,Busan,KR,35.10168,129.03004,48902,Asia/Seoul
107.129.27.205,107.129.27.211,107.129.0.0,Mustang,Oklahoma,US,35.38423,-97.72449,73064,America/Chicago
109.130.108.0,109.130.108.63,109.130.0.0,Liège,Wallonia,BE,50.63373,5.56749,4000,Europe/Brussels
105.69.167.101,105.69.167.122,105.69.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,29640,Africa/Casablanca
103.153.218.0,103.153.218.255,103.153.0.0,Thuận An,Bình Dương,VN,10.9239,106.71428,,Asia/Ho_Chi_Minh
101.184.61.92,101.184.61.95,101.184.0.0,Sydney,New South Wales,AU,-33.8126,151.0584,2115,Australia/Sydney
101.178.0.110,101.178.0.143,101.178.0.0,Hobart,Tasmania,AU,-42.95785,147.31355,7050,Australia/Hobart
102.185.17.247,102.185.17.247,102.185.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
1.112.43.96,1.112.43.99,1.112.0.0,Machida,Tokyo,JP,35.54028,139.45083,290-0267,Asia/Tokyo
106.165.252.0,106.165.252.11,106.165.0.0,Wakkanai,Hokkaido,JP,45.40944,141.67389,097-0006,Asia/Tokyo
1.52.219.208,1.52.219.215,1.52.0.0,Cầu Giấy,Hanoi,VN,21.03228,105.80073,11350,Asia/Bangkok
106.64.106.180,106.64.106.183,106.64.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
101.139.102.228,101.139.102.228,101.139.0.0,Kaohsiung,Takao,TW,22.61626,120.31333,,Asia/Taipei
1.66.97.224,1.66.97.231,1.66.0.0,Fujinomiya,Shizuoka,JP,35.2605,138.6113,418-0007,Asia/Tokyo
100.46.61.224,100.46.62.191,100.46.0.0,Austin,Texas,US,30.1876,-97.7472,78744,America/Chicago
107.175.43.246,107.175.43.246,107.175.0.0,Canton,Ohio,US,40.79895,-81.37845,44702,America/New_York
103.86.128.229,103.86.128.230,103.86.0.0,Batam,Riau,ID,1.14937,104.02491,,Asia/Jakarta
106.155.225.232,106.155.225.255,106.155.0.0,Kumagaya,Saitama,JP,36.1317,139.4254,360-0024,Asia/Tokyo
109.145.231.135,109.145.231.145,109.145.0.0,Stoke-on-Trent,England,GB,53.0249,-2.1739,ST1,Europe/London
105.202.11.228,105.202.11.228,105.202.0.0,Banī Suwayf,Beni Suweif,EG,29.07441,31.09785,,Africa/Cairo
101.166.109.224,101.166.109.231,101.166.0.0,Albion Park Rail,New South Wales,AU,-34.56634,150.79177,2527,Australia/Sydney
106.128.99.124,106.128.99.124,106.128.0.0,Nagoya,Aichi,JP,35.18147,136.90641,460-0002,Asia/Tokyo
103.172.4.0,103.172.5.255,103.172.0.0,Hyderābād,Telangana,IN,17.41545,78.4292,500081,Asia/Kolkata
102.222.36.0,102.222.39.255,102.222.0.0,Juba,Central Equatoria,SS,4.85165,31.58247,,Africa/Juba
107.144.87.32,107.144.87.35,107.144.0.0,New Port Richey,Florida,US,28.2444,-82.6986,34653,America/New_York
102.109.55.128,102.109.56.127,102.109.0.0,As Sanad,Gafsa,TN,34.4628,9.26404,,Africa/Tunis
102.66.189.138,102.66.189.138,102.66.0.0,East London,Eastern Cape,ZA,-33.01529,27.91162,5201,Africa/Johannesburg
101.165.208.82,101.165.208.83,101.165.0.0,Traralgon,Victoria,AU,-38.19528,146.5415,3844,Australia/Melbourne
106.71.243.12,106.71.243.15,106.71.0.0,Gold Coast,Queensland,AU,-28.00029,153.43088,4217,Australia/Brisbane
106.208.200.184,106.208.200.241,106.208.0.0,Ranchi,Jharkhand,IN,23.34316,85.3094,834001,Asia/Kolkata
104.44.30.58,104.44.30.58,104.44.0.0,London,England,GB,51.50853,-0.12574,EC1A,Europe/London
100.4.3.78,100.4.3.95,100.4.0.0,Norfolk,Virginia,US,36.9168,-76.2875,23505,America/New_York
106.132.106.160,106.132.106.160,106.132.0.0,Nagoya,Aichi,JP,35.18147,136.90641,460-0002,Asia/Tokyo
108.170.234.103,108.170.234.103,108.170.0.0,Warsaw,Mazovia,PL,52.22977,21.01178,00-002,Europe/Warsaw
103.1.156.50,103.1.156.61,103.1.0.0,Jakarta,Jakarta,ID,-6.21462,106.84513,,Asia/Jakarta
108.239.96.246,108.239.96.246,108.239.0.0,Magnolia,Arkansas,US,33.26707,-93.23933,71753,America/Chicago
106.66.127.202,106.66.127.204,106.66.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
103.171.13.0,103.171.13.255,103.171.0.0,Villupuram,Tamil Nadu,IN,11.93975,79.49244,605602,Asia/Kolkata
102.107.88.164,102.107.88.165,102.107.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
109.118.219.23,109.118.219.23,109.118.0.0,Milan,Lombardy,IT,45.46427,9.18951,20121,Europe/Rome
108.110.69.128,108.110.69.255,108.110.0.0,Borough Park,New York,US,40.6225,-73.965,11230,America/New_York
102.171.143.146,102.171.143.151,102.171.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
101.139.108.165,101.139.108.175,101.139.0.0,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
102.171.128.163,102.171.128.193,102.171.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
